exhid,name,address_line1,address_line2,city_state_zip,country,full_address,website,phone,booth,booth_code,about,product_categories,facebook,linkedin,instagram,twitter,youtube,profile_url,scraped_at
4461,Digonex-Automated Dynamic Pricing,133 W. Market St. #216,IndianapolisIN  46204,United States,United States,"133 W. Market St. #216, IndianapolisIN  46204, United States",,,South Exhibit Halls S3-S23 — S1714,S1714,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4461,2026-04-28T15:27:20
4672,Dino Works,"Rongchuan 2nd Road No.6, Hi-tech Industrial Zone, Bancang Area",Zigong CitySichuan   643000,China Mainland,China Mainland,"Rongchuan 2nd Road No.6, Hi-tech Industrial Zone, Bancang Area, Zigong CitySichuan   643000, China Mainland",http://www.bestdino.com,,South Exhibit Halls S3-S23 — S826,S826,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4672,2026-04-28T15:27:20
1963,Dinosaurier-Park International GmbH & Co. KG,Heide 3,Rehburg-Loccum31547,Germany,Germany,"Heide 3, Rehburg-Loccum31547, Germany",,,South Exhibit Halls S3-S23 — S329,S329,,Displays & Sets > Scenery & Sets | Displays & Sets > Still Figures | Shows/Productions > Animals/Marine,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1963,2026-04-28T15:27:20
10715,Diplik GmbH,Graefestr. 92,BerlinN/A 10967,Germany,Germany,"Graefestr. 92, BerlinN/A 10967, Germany",https://www.bit-pong.com/,,South Exhibit Halls S3-S23 — S5236,S5236,"Diplik develops interactive experiences at the intersection of design, technology, and play. The company creates innovative physical products that transform familiar interactions into immersive and social experiences. Bit-Pong, its flagship product, introduces a new category blending sport and gaming, where real-world movement becomes a game interface.",Games & Devices > Arcade & Video | Hi-Tech Equipment & Services > Virtual Reality | Participatory Play Equipment > Interactive Sports/Zip Lines,https://www.facebook.com/profile.php?id=61551805130302,https://www.linkedin.com/company/diplik,https://www.instagram.com/bit.pong/,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10715,2026-04-28T15:27:20
10582,Director's Choice Limited,"Room K-02, 5/F, On Wah Industrial Building, Fo Tan, Shatin","Hong Kong SAR, China",,"Hong Kong SAR, China","Room K-02, 5/F, On Wah Industrial Building, Fo Tan, Shatin, Hong Kong SAR, China",,,South Exhibit Halls S3-S23 — S337,S337,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10582,2026-04-28T15:27:20
10063,Disco-Designer.com,Mihail Arnaudov 3,Rusers 7005,Bulgaria,Bulgaria,"Mihail Arnaudov 3, Rusers 7005, Bulgaria",http://www.disco-designer.com,,South Exhibit Halls S3-S23 — S429 | South Exhibit Halls S3-S23 — S628,S429 | S628,,Construction > Amusement Facilities | Displays & Sets > Amusement Buildings/Fronts | Displays & Sets > Scenery & Sets | Theatrical Equipment & Supplies > Haunt Supplies,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10063,2026-04-28T15:27:20
10703,Discosmash BV,Vroegeinde 14,PulleAntwerp 2243,Belgium,Belgium,"Vroegeinde 14, PulleAntwerp 2243, Belgium",http://www.discosmash.com,,South Exhibit Halls S3-S23 — S5348,S5348,,Theatrical Equipment & Supplies > Sound Systems,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10703,2026-04-28T15:27:20
2602,DOF Robotics,"Istanbul Ihtisas Serbest Bolgesi, Yesilkoy SB Mah. Havalimani Cd, No:1 M Blok",Istanbul - Bakirkoy34149,Turkey,Turkey,"Istanbul Ihtisas Serbest Bolgesi, Yesilkoy SB Mah. Havalimani Cd, No:1 M Blok, Istanbul - Bakirkoy34149, Turkey",https://www.dofrobotics.com,,South Exhibit Halls S3-S23 — S317 | South Exhibit Halls S3-S23 — S417,S317 | S417,,Consultants > Architecture and Design | Hi-Tech Equipment & Services > Simulation | Hi-Tech Equipment & Services > Virtual Reality | Rides (Dry) > Major,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2602,2026-04-28T15:27:20
10580,"DongGuan Tongxin Paper CO., LTD","11, Kuishu Road, Xiaoxiang Community, Wanjiang Street,",Dongguan523039,China,China,"11, Kuishu Road, Xiaoxiang Community, Wanjiang Street,, Dongguan523039, China",,,South Exhibit Halls S3-S23 — TT002,South Exhibit Halls S3-S23 — TT002,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10580,2026-04-28T15:27:20
8148,DONGGUAN UNISTAR INDUSTRIAL LIMITED,"No.1st Building,Yuning North Road-No.33,","Hengli Town,Dongguan City, Guangdong Province.Zip code:523460",DONGGUANGUANGDONG  523460,China,"No.1st Building,Yuning North Road-No.33,, Hengli Town,Dongguan City, Guangdong Province.Zip code:523460, DONGGUANGUANGDONG  523460, China",http://www.revotoys.net,,South Exhibit Halls S3-S23 — S131,S131,,"Gifts, Novelties, Souvenirs > Party Supplies",,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8148,2026-04-28T15:27:20
10743,dotmill,"41, Donggyo-ro 41gil",SeoulMapo-gu 03984,"Korea, Republic of","Korea, Republic of","41, Donggyo-ro 41gil, SeoulMapo-gu 03984, Korea, Republic of",,,North Exhibit Halls N19-N23 — N4821,N4821,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10743,2026-04-28T15:27:20
469,DOTTO TRAINS,Borgo Pieve 115,Castelfranco VenetoTV  31033,Italy,Italy,"Borgo Pieve 115, Castelfranco VenetoTV  31033, Italy",http://www.dottotrains.com,,South Exhibit Halls S3-S23 — S1523,S1523,,People-Moving Equipment > Trains/Trams/Trolleys,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=469,2026-04-28T15:27:20
5970,"Dreamland Playground Co.,Ltd",Yangwan industrial Zone,Qiaoxia Town,Yongjia CountyZhejiang Wenzhou city,China,"Yangwan industrial Zone, Qiaoxia Town, Yongjia CountyZhejiang Wenzhou city, China",http://www.dreamlandplayground.com,,South Exhibit Halls S3-S23 — S4802,S4802,,Construction > Amusement Facilities | Construction > Family Entertainment | Participatory Play Equipment > Children's Play Elements,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5970,2026-04-28T15:27:20
7292,Dronisos,11 Rue Yvonne et Robert Noutary,Bordeaux33130,France,France,"11 Rue Yvonne et Robert Noutary, Bordeaux33130, France",,,South Exhibit Halls S3-S23 — S5325,S5325,,Hi-Tech Equipment & Services > Fireworks | Hi-Tech Equipment & Services > Laser/Special Effects | Shows/Productions > Aerial Shows,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7292,2026-04-28T15:27:20
10527,DubiDo Factory,"Mihail Koloni Street No. 13, Floor 1, Apt. 8,",Varna85391,Bulgaria,Bulgaria,"Mihail Koloni Street No. 13, Floor 1, Apt. 8,, Varna85391, Bulgaria",http://www.DubiDoFactory.eu,,South Exhibit Halls S3-S23 — S1736,S1736,,"Gifts, Novelties, Souvenirs > Miscellaneous | Gifts, Novelties, Souvenirs > Plush",,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10527,2026-04-28T15:27:20
1814,Dutch Wheels,Edisonlaan 37,Weert6003 DB,Netherlands,Netherlands,"Edisonlaan 37, Weert6003 DB, Netherlands",http://www.dutchwheels.com,,South Exhibit Halls S3-S23 — S2812,S2812,,"Rides (Dry) > Major | Rides (Dry) > Service, Repair & Parts",,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1814,2026-04-28T15:27:20
10674,E-Service (Europe) Ltd,Unit 4 Travellers Close,Welham GreenHerts AL9 7JL,United Kingdom,United Kingdom,"Unit 4 Travellers Close, Welham GreenHerts AL9 7JL, United Kingdom",http://e-service.co.uk,,South Exhibit Halls S3-S23 — S3201,S3201,,Admission/Financial Equipment > Coin & Currency Counters | Admission/Financial Equipment > Tokens | Coin-Operated Machines (Non-Game) > Coin-Operated Machines (Non-Game) | Games & Devices > Redemption Prizes,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10674,2026-04-28T15:27:20
10574,East Sports,"JinYing Buildering, 316 HuanShiZhong Road",YueXiu District510000,China,China,"JinYing Buildering, 316 HuanShiZhong Road, YueXiu District510000, China",,,South Exhibit Halls S3-S23 — S1843,S1843,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10574,2026-04-28T15:27:20
10729,EDSUN,ZA du Puy Pelé,TiffaugesVendée 85130,France,France,"ZA du Puy Pelé, TiffaugesVendée 85130, France",http://www.edsunloisirs.com,,South Exhibit Halls S3-S23 — S3606,S3606,,"Construction > Waterparks | Participatory Play Equipment > Children's Play Elements | Water Related Equipment & Supplies > Dry Rides (Rafts, Flumes) | Water Related Equipment & Supplies > Wet Rides (Slides, Tubes)",,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10729,2026-04-28T15:27:20
8057,ELAUT GROUP,Passtraat 223,Sint Niklaas9100,Belgium,Belgium,"Passtraat 223, Sint Niklaas9100, Belgium",,,South Exhibit Halls S3-S23 — S223,S223,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8057,2026-04-28T15:27:20
2626,Electrocoin,181 park avenue,LondonNW10 7XH,United Kingdom,United Kingdom,"181 park avenue, LondonNW10 7XH, United Kingdom",http://www.electrocoin.com,,South Exhibit Halls S3-S23 — S2203,S2203,,Coin-Operated Machines (Non-Game) > Coin-Operated Machines (Non-Game) | Games & Devices > Arcade & Video | Games & Devices > Redemption Prizes,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2626,2026-04-28T15:27:20
7030,Electroproject,Albert Heinweg 1,ZaandamNoord Holland  1507EH,Netherlands,Netherlands,"Albert Heinweg 1, ZaandamNoord Holland  1507EH, Netherlands",http://www.electroproject.nl,,South Exhibit Halls S3-S23 — S5132,S5132,,Computer Systems/Software > Software | Consultants > Engineering | Consultants > Ride Testing/Inspection | Facility & Grounds > Maintenance/Electrical Equipment,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7030,2026-04-28T15:27:20
3619,Elephant Sculpture Art Company Ltd.,"Room 201, Building NO.7, NO.6 Heng Feng Six Road, Gangkou Town",Zhongshan CityGuangdong 528400,China Mainland,China Mainland,"Room 201, Building NO.7, NO.6 Heng Feng Six Road, Gangkou Town, Zhongshan CityGuangdong 528400, China Mainland",,,South Exhibit Halls S3-S23 — S5113,S5113,,,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3619,2026-04-28T15:27:20
2860,ELI Play,Korenmolen 18,Boxtel5281 PB,Netherlands,Netherlands,"Korenmolen 18, Boxtel5281 PB, Netherlands",http://www.eliplay.com,,South Exhibit Halls S3-S23 — S1312,S1312,,Construction > Amusement Facilities | Construction > Family Entertainment | Participatory Play Equipment > Children's Play Elements,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2860,2026-04-28T15:27:20
143,Ellis & Associates,500 Winderley Pl,Suite 116,MaitlandFL 32751,United States,"500 Winderley Pl, Suite 116, MaitlandFL 32751, United States",http://www.jellis.com,,South Exhibit Halls S3-S23 — S2826,S2826,,Consultants > Legal | Consultants > Ride Testing/Inspection | Consultants > Safety/Medical | Consultants > Staff Training,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=143,2026-04-28T15:27:20
3853,ELMAC II SRL,Via G. Colombo 17,Rubano,RubanoPD  35030,Italy,"Via G. Colombo 17, Rubano, RubanoPD  35030, Italy",http://www.elmac.com,,South Exhibit Halls S3-S23 — S233,S233,,Computer Systems/Software > Software | Games & Devices > Arcade & Video | Games & Devices > Redemption Prizes | Games & Devices > Used Equipment,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3853,2026-04-28T15:27:20
1371,ELTELPARK MEDIATOYS ITALY,Zona Industriale Lotto n°6,RuffanoLE  73049,Italy,Italy,"Zona Industriale Lotto n°6, RuffanoLE  73049, Italy",http://www.eltelpark.it,,South Exhibit Halls S3-S23 — S1833,S1833,,Construction > Amusement Facilities | Construction > Family Entertainment,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1371,2026-04-28T15:27:20
566,EMBED,"Office #4006, Mazaya Business Avenue, BB2, Jumeirah Lake Towers, Dubai UAE",DubaiDubai  393517,United Arab Emirates,United Arab Emirates,"Office #4006, Mazaya Business Avenue, BB2, Jumeirah Lake Towers, Dubai UAE, DubaiDubai  393517, United Arab Emirates",http://www.embedcard.com,,South Exhibit Halls S3-S23 — S2707,S2707,,Admission/Financial Equipment > Plastic Cards | Admission/Financial Equipment > Systems & Devices | Admission/Financial Equipment > Wristbands,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=566,2026-04-28T15:27:20
102,EMILIANA LUNA PARK,"Via Po, 12",Spilamberto(MO)  41057,Italy,Italy,"Via Po, 12, Spilamberto(MO)  41057, Italy",http://www.emilianalunapark.com,,South Exhibit Halls S3-S23 — S1817,S1817,,Games & Devices > Midway & Skill | Rides (Dry) > Dark | Rides (Dry) > Kiddie | Rides (Dry) > Major,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=102,2026-04-28T15:27:20
348,EMPEX WATERTOYS-CANADA,50-12 Innovator Ave,StouffvilleON  L3R 8ES,Canada,Canada,"50-12 Innovator Ave, StouffvilleON  L3R 8ES, Canada",http://www.watertoys.com,,South Exhibit Halls S3-S23 — S2410,S2410,,"Water Related Equipment & Supplies > Misting Devices | Water Related Equipment & Supplies > Swimming Pool/Beach Resort | Water Related Equipment & Supplies > Wet Rides (Slides, Tubes)",,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=348,2026-04-28T15:27:20
1853,entertainment resource GmbH,Engersgaustr. 132,Neuwied56566,Germany,Germany,"Engersgaustr. 132, Neuwied56566, Germany",http://www.entertainment-resource.biz,,South Exhibit Halls S3-S23 — S1022,S1022,,Hi-Tech Equipment & Services > Simulation | Hi-Tech Equipment & Services > Virtual Reality | Rides (Dry) > Dark,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1853,2026-04-28T15:27:20
8349,ENTTEC Ltd,"SPACES Victoria, 25 Wilton Road",LondonSW1V 1LW,United Kingdom,United Kingdom,"SPACES Victoria, 25 Wilton Road, LondonSW1V 1LW, United Kingdom",https://www.enttec.co.uk,,South Exhibit Halls S3-S23 — S4317,S4317,,Theatrical Equipment & Supplies > Lighting,,,,,,https://iaapaexpoeurope26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8349,2026-04-28T15:27:20
